"paragraph"	"words"	"characters"	"sentence"
"2681"	260	6	24	"Nunc vides, quid faciat."
"2682"	260	15	76	"Quam nemo umquam voluptatem appellavit, appellat; quae duo sunt, unum facit."
"2683"	260	26	114	"Hanc in motu voluptatem -- sic enim has suaves et quasi dulces voluptates appellat-- interdum ita extenuat, ut M\"."
"2684"	260	20	104	"Curium putes loqui, interdum ita laudat, ut quid praeterea sit bonum neget se posse ne suspicari quidem."
"2685"	260	14	70	"Quae iam oratio non a philosopho aliquo, sed a censore opprimenda est."
"2686"	260	13	60	"Non est enim vitium in oratione solum, sed etiam in moribus."
"2687"	260	12	71	"Luxuriam non reprehendit, modo sit vacua infinita cupiditate et timore."
"2688"	260	17	87	"Hoc loco discipulos quaerere videtur, ut, qui asoti esse velint, philosophi ante fiant."
"2689"	261	34	164	"A primo, ut opinor, animantium ortu petitur origo summi boni. \"Simul atque natum animal est, gaudet voluptate et eam appetit ut bonum, aspernatur dolorem ut malum.\""
"2690"	261	18	91	"De malis autem et bonis ab iis animalibus, quae nondum depravata sint, ait optime iudicari."
"2691"	261	11	46	"Haec et tu ita posuisti, et verba vestra sunt."
"2692"	261	4	19	"Quam multa vitiosa!"
"2693"	261	15	86	"Summum enim bonum et malum vagiens puer utra voluptate diiudicabit, stante an movente?"
"2694"	261	11	50	"Quoniam, si dis placet, ab Epicuro loqui discimus."
"2695"	261	52	263	"Si stante, hoc natura videlicet vult, salvam esse se, quod concedimus; si movente, quod tamen dicitis, nulla turpis voluptas erit, quae praetermittenda sit, et simul non proficiscitur animal illud modo natum a summa voluptate, quae est a te posita in non dolendo."
"2696"	262	31	172	"Nec tamen argumentum hoc Epicurus a parvis petivit aut etiam a bestiis, quae putat esse specula naturae, ut diceret ab iis duce natura hanc voluptatem expeti nihil dolendi."
"2697"	262	29	149	"Nec enim haec movere potest appetitum animi, nec ullum habet ictum, quo pellat animum, status hic non dolendi, itaque in hoc eodem peccat Hieronymus."
"2698"	262	9	47	"At ille pellit, qui permulcet sensum voluptate."
"2699"	262	40	196	"Itaque Epicurus semper hoc utitur, ut probet voluptatem natura expeti, quod ea voluptas, quae in motu sit, et parvos ad se alliciat et bestias, non illa stabilis, in qua tantum inest nihil dolere."
"2700"	262	16	93	"Qui igitur convenit ab alia voluptate dicere naturam proficisci, in alia summum bonum ponere?"
"2701"	263	6	36	"Bestiarum vero nullum iudicium puto."
"2702"	263	11	60	"Quamvis enim depravatae non sint, pravae tamen esse possunt."
"2703"	263	29	157	"Ut bacillum aliud est inflexum et incurvatum de industria, aliud ita natum, sic ferarum natura non est illa quidem depravata mala disciplina, sed natura sua."
"2704"	263	23	117	"Nec vero ut voluptatem expetat, natura movet infantem, sed tantum ut se ipse diligat, ut integrum se salvumque velit."
"2705"	263	34	169	"Omne enim animal, simul et ortum est, se ipsum et omnes partes suas diligit duasque, quae maximae sunt, in primis amplectitur, animum et corpus, deinde utriusque partes."
"2706"	263	33	172	"Nam sunt et in animo praecipua quaedam et in corpore, quae cum leviter agnovit, tum discernere incipit, ut ea, quae prima data sunt natura, appetat asperneturque contraria."
"2707"	264	12	67	"In his primis naturalibus voluptas insit necne, magna quaestio est."
"2708"	264	32	171	"Nihil vero putare esse praeter voluptatem, non membra, non sensus, non ingenii motum, non integritatem corporis, non valitudinem [corporis], summae mihi videtur inscitiae."
"2709"	264	13	74	"Atque ab isto capite fluere necesse est omnem rationem bonorum et malorum."
"2710"	264	15	73	"Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi."
"2711"	264	27	167	"Ergo nata est sententia veterum Academicorum et Peripateticorum, ut finem bonorum dicerent secundum naturam vivere, id est virtute adhibita frui primis a natura datis."
"2712"	264	71	404	"Callipho ad virtutem nihil adiunxit nisi voluptatem, Diodorus vacuitatem doloris. ** his omnibus, quos dixi, consequentes fines sunt bonorum, Aristippo simplex voluptas, Stoicis consentire naturae, quod esse volunt e virtute, id est honeste, vivere, quod ita interpretantur: vivere cum intellegentia rerum earum, quae natura evenirent, eligentem ea, quae essent secundum naturam, reicientemque contraria."
"2713"	265	60	306	"Ita tres sunt fines expertes honestatis, unus Aristippi vel Epicuri, alter Hieronymi, Carneadi tertius, tres, in quibus honestas cum aliqua accessione, Polemonis, Calliphontis, Diodori, una simplex, cuius Zeno auctor, posita in decore tota, id est in honestate; nam Pyrrho, Aristo, Erillus iam diu abiecti."
"2714"	265	25	166	"Reliqui sibi constiterunt, ut extrema cum initiis convenirent, ut Aristippo voluptas, Hieronymo doloris vacuitas, Carneadi frui principiis naturalibus esset extremum."
"2715"	265	45	242	"Epicurus autem cum in prima commendatione voluptatem dixisset, si eam, quam Aristippus, idem tenere debuit ultimum bonorum, quod ille; sin eam, quam Hieronymus, (ne) fecisset idem, ut voluptatem illam Aristippi in prima commendatione poneret."
"2716"	266	30	165	"Nam quod ait sensibus ipsis iudicari voluptatem bonum esse, dolorem malum, plus tribuit sensibus, quam nobis leges permittunt, (cum) privatarum litium iudices sumus."
"2717"	266	50	237	"Nihil enim possumus iudicare, nisi quod est nostri iudicii-- in quo frustra iudices solent, cum sententiam pronuntiant, addere: \"si quid mei iudicii est\"; si enim non fuit eorum iudicii, nihilo magis hoc non addito illud est iudicatum--."
"2718"	266	4	21	"Quid iudicant sensus?"
"2719"	266	15	74	"Dulce amarum, leve asperum, prope longe, stare movere, quadratum rotundum."
"2720"	267	36	251	"Aequam igitur pronuntiabit sententiam ratio adhibita primum divinarum humanarumque rerum scientia, quae potest appellari rite sapientia, deinde adiunctis virtutibus, quas ratio rerum omnium dominas, tu voluptatum satellites et ministras esse voluisti."
"2721"	267	37	196	"Quarum adeo omnium sententia pronuntiabit primum de voluptate nihil esse ei loci, non modo ut sola ponatur in summi boni sede, quam quaerimus, sed ne illo quidem modo, ut ad honestatem applicetur."
"2722"	267	7	42	"De vacuitate doloris eadem sententia erit."
"2723"	268	20	128	"Reicietur etiam Carneades, nec ulla de summo bono ratio aut voluptatis non dolendive particeps aut honestatis expers probabitur."
"2724"	268	11	59	"Ita relinquet duas, de quibus etiam atque etiam consideret."
"2725"	268	57	326	"Aut enim statuet nihil esse bonum nisi honestum, nihil malum nisi turpe, cetera aut omnino nihil habere momenti aut tantum, ut nec expetenda nec fugienda, sed eligenda modo aut reicienda sint, aut anteponet eam, quam cum honestate ornatissimam, tum etiam ipsis initiis naturae et totius perfectione vitae locupletatam videbit."
"2726"	268	14	85	"Quod eo liquidius faciet, si perspexerit rerum inter eas verborumne sit controversia."
"2727"	269	8	48	"Huius ego nunc auctoritatem sequens idem faciam."
"2728"	269	51	335	"Quantum enim potero, minuam contentiones omnesque simplices sententias eorum, in quibus nulla inest virtutis adiunctio, omnino a philosophia semovendas putabo, primum Aristippi Cyrenaicorumque omnium, quos non est veritum in ea voluptate, quae maxima dulcedine sensum moveret, summum bonum ponere contemnentis istam vacuitatem doloris."
"2729"	270	64	343	"Hi non viderunt, ut ad cursum equum, ad arandum bovem, ad indagandum canem, sic hominem ad duas res, ut ait Aristoteles, ad intellegendum et agendum, esse natum quasi mortalem deum, contraque ut tardam aliquam et languidam pecudem ad pastum et ad procreandi voluptatem hoc divinum animal ortum esse voluerunt, quo nihil mihi videtur absurdius."
"2730"	271	23	127	"Atque haec contra Aristippum, qui eam voluptatem non modo summam, sed solam etiam ducit, quam omnes unam appellamus voluptatem."
"2731"	271	5	26	"Aliter autem vobis placet."
"2732"	271	8	27	"Sed ille, ut dixi, vitiose."
"2733"	271	21	129	"Nec enim figura corporis nec ratio excellens ingenii humani significat ad unam hanc rem natum hominem, ut frueretur voluptatibus."
"2734"	271	23	122	"Nec vero audiendus Hieronymus, cui summum bonum est idem, quod vos interdum vel potius nimium saepe dicitis, nihil dolere."
"2735"	271	17	72	"Non enim, si malum est dolor, carere eo malo satis est ad bene vivendum."
"2736"	271	16	65	"Hoc dixerit potius Ennius: \"Nimium boni est, cui nihil est mali\"."
"2737"	271	35	188	"Nos beatam vitam non depulsione mali, sed adeptione boni iudicemus, nec eam cessando, sive gaudentem, ut Aristippus, sive non dolentem, ut hic, sed agendo aliquid considerandove quaeramus."
"2738"	272	30	155	"Quae possunt eadem contra Carneadeum illud summum bonum dici, quod is non tam, ut probaret, protulit, quam ut Stoicis, quibuscum bellum gerebat, opponeret."
"2739"	272	26	147	"Id autem eius modi est, ut additum ad virtutem auctoritatem videatur habiturum et expleturum cumulate vitam beatam, de quo omnis haec quaestio est."
"2740"	272	48	256	"Nam qui ad virtutem adiungunt vel voluptatem, quam unam virtus minimi facit, vel vacuitatem doloris, quae etiamsi malo caret, tamen non est summum bonum, accessione utuntur non ita probabili, nec tamen, cur id tam parce tamque restricte faciant, intellego."
"2741"	272	33	180	"Quasi enim emendum eis sit, quod addant ad virtutem, primum vilissimas res addunt, dein singulas potius, quam omnia, quae prima natura approbavisset, ea cum honestate coniungerent."
"2742"	273	32	191	"Quae quod Aristoni et Pyrrhoni omnino visa sunt pro nihilo, ut inter optime valere et gravissime aegrotare nihil prorsus dicerent interesse, recte iam pridem contra eos desitum est disputari."
"2743"	273	37	197	"Dum enim in una virtute sic omnia esse voluerunt, ut eam rerum selectione expoliarent nec ei quicquam, aut unde oriretur, darent, aut ubi niteretur, virtutem ipsam, quam amplexabantur, sustulerunt."
"2744"	273	20	114	"Erillus autem ad scientiam omnia revocans unum quoddam bonum vidit, sed nec optimum nec quo vita gubernari possit."
"2745"	273	19	92	"Itaque hic ipse iam pridem est reiectus; post enim Chrysippum (eum) non sane est disputatum."
"2746"	273	28	167	"Restatis igitur vos; nam cum Academicis incerta luctatio est, qui nihil affirmant et quasi desperata cognitione certi id sequi volunt, quodcumque veri simile videatur."
"2747"	274	49	263	"Cum Epicuro autem hoc plus est negotii, quod e duplici genere voluptatis coniunctus est, quodque et ipse et amici eius et multi postea defensores eius sententiae fuerunt, et nescio quo modo, is qui auctoritatem minimam habet, maximam vim, populus cum illis facit."
"2748"	274	16	79	"Quos nisi redarguimus, omnis virtus, omne decus, omnis vera laus deserenda est."
"2749"	274	16	103	"Ita ceterorum sententiis semotis relinquitur non mihi cum Torquato, sed virtuti cum voluptate certatio."
"2750"	274	23	144	"Quam quidem certationem homo et acutus et diligens, Chrysippus, non contemnit totumque discrimen summi boni in earum comparatione positum putat."
"2751"	274	23	124	"Ego autem existimo, si honestum esse aliquid ostendero, quod sit ipsum vi sua propter seque expetendum, iacere vestra omnia."
"2752"	274	25	124	"Itaque eo, quale sit, breviter, ut tempus postulat, constituto accedam ad omnia tua, Torquate, nisi memoria forte defecerit."
"2753"	275	24	140	"Honestum igitur id intellegimus, quod tale est, ut detracta omni utilitate sine ullis praemiis fructibusve per se ipsum possit iure laudari."
"2754"	275	54	295	"Quod quale sit, non tam definitione, qua sum usus, intellegi potest, quamquam aliquantum potest, quam communi omnium iudicio et optimi cuiusque studiis atque factis, qui permulta ob eam unam causam faciunt, quia decet, quia rectum, quia honestum est, etsi nullum consecuturum emolumentum vident."
"2755"	275	61	382	"Homines enim, etsi aliis multis, tamen hoc uno plurimum a bestiis differunt, quod rationem habent a natura datam mentemque acrem et vigentem celerrimeque multa simul agitantem et, ut ita dicam, sagacem, quae et causas rerum et consecutiones videat et similitudines transferat et disiuncta coniungat et cum praesentibus futura copulet omnemque complectatur vitae consequentis statum."
"2756"	275	61	353	"Eademque ratio fecit hominem hominum adpetentem cumque iis natura et sermone et usu congruentem, ut profectus a caritate domesticorum ac suorum serpat longius et se implicet primum civium, deinde omnium mortalium societate atque, ut ad Archytam scripsit Plato, non sibi se soli natum meminerit, sed patriae, sed suis, ut perexigua pars ipsi relinquatur."
"2757"	276	57	303	"Et quoniam eadem natura cupiditatem ingenuit homini veri videndi, quod facillime apparet, cum vacui curis etiam quid in caelo fiat scire avemus, his initiis inducti omnia vera diligimus, id est fidelia, simplicia, constantia, tum vana, falsa, fallentia odimus, ut fraudem, periurium, malitiam, iniuriam."
"2758"	276	43	240	"Eadem ratio habet in se quiddam amplum atque magnificum, ad imperandum magis quam ad parendum accommodatum, omnia humana non tolerabilia solum, sed etiam levia ducens, altum quiddam et excelsum, nihil timens, nemini cedens, semper invictum."
"2759"	277	25	146	"Atque his tribus generibus honestorum notatis quartum sequitur et in eadem pulchritudine et aptum ex illis tribus, in quo inest ordo et moderatio."
"2760"	277	16	113	"Cuius similitudine perspecta in formarum specie ac dignitate transitum est ad honestatem dictorum atque factorum."
"2761"	277	35	197	"Nam ex his tribus laudibus, quas ante dixi, et temeritatem reformidat et non audet cuiquam aut dicto protervo aut facto nocere vereturque quicquam aut facere aut eloqui, quod parum virile videatur."
"2762"	278	26	148	"Habes undique expletam et perfectam, Torquate, formam honestatis, quae tota quattuor his virtutibus, quae a te quoque commemoratae sunt, continetur."
"2763"	278	18	109	"Hanc se tuus Epicurus omnino ignorare dicit quam aut qualem esse velint qui honestate summum bonum metiantur."
"2764"	278	40	219	"Si enim ad honestatem omnia referant neque in ea voluptatem dicant inesse, ait eos voce inani sonare-- his enim ipsis verbis utitur-- neque intellegere nec videre sub hanc vocem honestatis quae sit subicienda sententia."
"2765"	278	36	196	"Ut enim consuetudo loquitur, id solum dicitur honestum, quod est populari fama gloriosum. \"Quod\", inquit, \"quamquam voluptatibus quibusdam est saepe iucundius, tamen expetitur propter voluptatem.\""
"2766"	279	6	33	"Videsne quam sit magna dissensio?"
"2767"	279	42	215	"Philosophus nobilis, a quo non solum Graecia et Italia, sed etiam omnis barbaria commota est, honestum quid sit, si id non sit in voluptate, negat se intellegere, nisi forte illud, quod multitudinis rumore laudetur."
"2768"	279	75	368	"Ego autem hoc etiam turpe esse saepe iudico et, si quando turpe non sit, tum esse non turpe, cum id a multitudine laudetur, quod sit ipsum per se rectum atque laudabile, non ob eam causam tamen illud dici esse honestum, quia laudetur a multis, sed quia tale sit, ut, vel si ignorarent id homines, vel si obmutuissent, sua tamen pulchritudine esset specieque laudabile."
"2769"	279	32	152	"Itaque idem natura victus, cui obsisti non potest, dicit alio loco id, quod a te etiam paulo ante dictum est, non posse iucunde vivi nisi etiam honeste."
"2770"	280	7	26	"Quid nunc \"honeste\" dicit?"
"2771"	280	5	21	"Idemne, quod iucunde?"
"2772"	280	12	55	"Ergo ita: non posse honeste vivi, nisi honeste vivatur?"
"2773"	280	5	22	"An nisi populari fama?"
"2774"	280	11	47	"Sine ea igitur iucunde negat posse (se) vivere?"
"2775"	280	10	66	"Quid turpius quam sapientis vitam ex insipientium sermone pendere?"
"2776"	280	7	39	"Quid ergo hoc loco intellegit honestum?"
"2777"	280	11	59	"Certe nihil nisi quod possit ipsum propter se iure laudari."
"2778"	280	16	74	"Nam si propter voluptatem, quae est ista laus, quae possit e macello peti?"
"2779"	280	60	286	"Non is vir est, ut, cum honestatem eo loco habeat, ut sine ea iucunde neget posse vivi, illud honestum, quod populare sit, sentiat et sine eo neget iucunde vivi posse, aut quicquam aliud honestum intellegat, nisi quod sit rectum ipsumque per se sua vi, sua natura, sua sponte laudabile."
"2780"	281	27	148	"Itaque, Torquate, cum diceres clamare Epicurum non posse iucunde vivi, nisi honeste et sapienter et iuste viveretur, tu ipse mihi gloriari videbare."
"2781"	281	37	223	"Tanta vis inerat in verbis propter earum rerum, quae significabantur his verbis, dignitatem, ut altior fieres, ut interdum insisteres, ut nos intuens quasi testificarere laudari honestatem et iustitiam aliquando ab Epicuro."
"2782"	281	18	100	"Quam te decebat iis verbis uti, quibus si philosophi non uterentur, philosophia omnino non egeremus!"
"2783"	281	28	190	"Istorum enim verborum amore, quae perraro appellantur ab Epicuro, sapientiae, fortitudinis, iustitiae, temperantiae, praestantissimis ingeniis homines se ad philosophiae studium contulerunt."
"2784"	282	20	90	"\" Oculorum\", inquit Plato, \"est in nobis sensus acerrimus, quibus sapientiam non cernimus."
"2785"	282	8	41	"Quam illa ardentis amores excitaret sui!\""
"2786"	282	3	11	"Cur tandem?"
"2787"	282	12	66	"An quod ita callida est, ut optime possit architectari voluptates?"
"2788"	282	18	93	"Cur iustitia laudatur? aut unde est hoc contritum vetustate proverbium: \"quicum in tenebris\"?"
"2789"	282	18	82	"Hoc dictum in una re latissime patet, ut in omnibus factis re, non teste moveamur."
"2790"	283	33	186	"Sunt enim levia et perinfirma, quae dicebantur a te, animi conscientia improbos excruciari, tum etiam poenae timore, qua aut afficiantur aut semper sint in metu ne afficiantur aliquando."
"2791"	283	51	277	"Non oportet timidum aut inbecillo animo fingi non bonum illum virum, qui, quicquid fecerit, ipse se cruciet omniaque formidet, sed omnia callide referentem ad utilitatem, acutum, versutum, veteratorem, facile ut excogitet quo modo occulte, sine teste, sine ullo conscio fallat."
"2792"	284	6	14	"An tu me de L."
"2793"	284	4	20	"Tubulo putas dicere?"
"2794"	284	21	119	"Qui cum praetor quaestionem inter sicarios exercuisset, ita aperte cepit pecunias ob rem iudicandam, ut anno proximo P."
"2795"	284	12	68	"Scaevola tribunus plebis ferret ad plebem vellentne de ea re quaeri."
"2796"	284	13	67	"Quo plebiscito decreta a senatu est consuli quaestio Cn.\ Caepioni."
"2797"	284	14	79	"Profectus in exilium Tubulus statim nec respondere ausus; erat enim res aperta."
"2798"	284	16	68	"Non igitur de improbo, sed (de) callido improbo quaerimus, qualis Q."
"2799"	284	27	159	"Pompeius in foedere Numantino infitiando fuit, nec vero omnia timente, sed primum qui animi conscientiam non curet, quam scilicet comprimere nihil est negotii."
"2800"	284	24	127	"Is enim, qui occultus et tectus dicitur, tantum abest ut se indicet, perficiet etiam ut dolere alterius improbe facto videatur."
"2801"	284	7	34	"Quid est enim aliud esse versutum?"
"2802"	285	5	19	"Memini me adesse P."
"2803"	285	16	68	"Sextilio Rufo, cum is rem ad amicos ita deferret, se esse heredem Q."
"2804"	285	19	105	"Fadio Gallo, cuius in testamento scriptum esset se ab eo rogatum ut omnis hereditas ad filiam perveniret."
"2805"	285	5	28	"Id Sextilius factum negabat."
"2806"	285	8	44	"Poterat autem inpune; quis enim redargueret?"
"2807"	285	26	142	"Nemo nostrum credebat, eratque veri similius hunc mentiri, cuius interesset, quam illum, qui id se rogasse scripsisset, quod debuisset rogare."
"2808"	285	18	102	"Addebat etiam se in legem Voconiam iuratum contra eam facere non audere, nisi aliter amicis videretur."
"2809"	285	25	143	"Aderamus nos quidem adolescentes, sed multi amplissimi viri, quorum nemo censuit plus Fadiae dandum, quam posset ad eam lege Voconia pervenire."
"2810"	285	27	173	"Tenuit permagnam Sextilius hereditatem, unde, si secutus esset eorum sententiam, qui honesta et recta emolumentis omnibus et commodis anteponerent, nummum nullum attigisset."
"2811"	285	11	62	"Num igitur eum postea censes anxio animo aut sollicito fuisse?"
"2812"	285	12	66	"Nihil minus, contraque illa hereditate dives ob eamque rem laetus."
"2813"	285	15	83	"Magni enim aestimabat pecuniam non modo non contra leges, sed etiam legibus partam."
"2814"	285	17	101	"Quae quidem vel cum periculo est quaerenda vobis; est enim effectrix multarum et magnarum voluptatum."
"2815"	286	43	238	"Ut igitur illis, qui, recta et honesta quae sunt, ea statuunt per se expetenda, adeunda sunt saepe pericula decoris honestatisque causa, sic vestris, qui omnia voluptate metiuntur, pericula adeunda sunt, ut adipiscantur magnas voluptates."
"2816"	286	39	227	"Si magna res, magna hereditas agetur, cum pecunia voluptates pariantur plurimae, idem erit Epicuro vestro faciendum, si suum finem bonorum sequi volet, quod Scipioni magna gloria proposita, si Hannibalem in Africam retraxisset."
"2817"	286	5	31	"Itaque quantum adiit periculum!"
"2818"	286	13	73	"Ad honestatem enim illum omnem conatum suum referebat, non ad voluptatem."
"2819"	286	15	84	"Sic vester sapiens magno aliquo emolumento commotus cicuta, si opus erit, dimicabit."
"2820"	287	12	77	"Occultum facinus esse potuerit, gaudebit; deprehensus omnem poenam contemnet."
"2821"	287	15	80	"Erit enim instructus ad mortem contemnendam, ad exilium, ad ipsum etiam dolorem."
"2822"	287	22	128	"Quem quidem vos, cum improbis poenam proponitis, inpetibilem facitis, cum sapientem semper boni plus habere vultis, tolerabilem."
"2823"	287	19	93	"Sed finge non solum callidum eum, qui aliquid improbe faciat, verum etiam praepotentem, ut M."
"2824"	287	32	167	"Crassus fuit, qui tamen solebat uti suo bono, ut hodie est noster Pompeius, cui recte facienti gratia est habenda; esse enim quam vellet iniquus iustus poterat inpune."
"2825"	287	12	69	"Quam multa vero iniuste fieri possunt, quae nemo possit reprehendere!"
"2826"	288	29	151	"Si te amicus tuus moriens rogaverit, ut hereditatem reddas suae filiae, nec usquam id scripserit, ut scripsit Fadius, nec cuiquam dixerit, quid facies?"
"2827"	288	15	76	"Tu quidem reddes; ipse Epicurus fortasse redderet, ut Sextus Peducaeus, Sex."
"2828"	288	54	300	"F., is qui hunc nostrum reliquit effigiem et humanitatis et probitatis suae filium, cum doctus, tum omnium vir optimus et iustissimus, cum sciret nemo eum rogatum a Caio Plotio, equite Romano splendido, Nursino, ultro ad mulierem venit eique nihil opinanti viri mandatum euit hereditatemque reddidit."
"2829"	288	62	319	"Sed ego ex te quaero, quoniam idem tu certe fecisses, nonne intellegas eo maiorem vim esse naturae, quod ipsi vos, qui omnia ad vestrum commodum et, ut ipsi dicitis, ad voluptatem referatis, tamen ea faciatis, e quibus appareat non voluptatem vos, sed officium sequi, plusque rectam naturam quam rationem pravam valere."
"2830"	289	45	250	"Si scieris, inquit Carneades, aspidem occulte latere uspiam, et velle aliquem inprudentem super eam assidere, cuius mors tibi emolumentum futura sit, improbe feceris, nisi monueris ne assidat, sed inpunite tamen; scisse enim te quis coarguere possit?"
"2831"	289	4	16	"Sed nimis multa."
"2832"	289	44	232	"Perspicuum est enim, nisi aequitas, fides, iustitia proficiscantur a natura, et si omnia haec ad utilitatem referantur, virum bonum non posse reperiri; deque his rebus satis multa in nostris de re publica libris sunt dicta a Laelio."
"2833"	290	14	94	"Transfer idem ad modestiam vel temperantiam, quae est moderatio cupiditatum rationi oboediens."
"2834"	290	12	65	"Satisne ergo pudori consulat, si quis sine teste libidini pareat?"
"2835"	290	13	73	"An est aliquid per se ipsum flagitiosum, etiamsi nulla comitetur infamia?"
"2836"	290	2	5	"Quid?"
"2837"	290	63	366	"Fortes viri voluptatumne calculis subductis proelium ineunt, sanguinem pro patria profundunt, an quodam animi ardore atque impetu concitati? utrum tandem censes, Torquate, Imperiosum illum, si nostra verba audiret, tuamne de se orationem libentius auditurum fuisse an meam, cum ego dicerem nihil eum fecisse sua causa omniaque rei publicae, tu contra nihil nisi sua?"
"2838"	290	23	140	"Si vero id etiam explanare velles apertiusque diceres nihil eum fecisse nisi voluptatis causa, quo modo eum tandem laturum fuisse existimas?"
"2839"	291	33	150	"Esto, fecerit, si ita vis, Torquatus propter suas utilitates-- malo enim dicere quam voluptates, in tanto praesertim viro--, num etiam eius collega P."
"2840"	291	26	151	"Decius, princeps in ea familia consulatus, cum se devoverat et equo admisso in mediam aciem Latinorum irruebat, aliquid de voluptatibus suis cogitabat?"
"2841"	291	7	30	"Ubi ut eam caperet aut quando?"
"2842"	291	17	117	"Cum sciret confestim esse moriendum eamque mortem ardentiore studio peteret, quam Epicurus voluptatem petendam putat."
"2843"	291	40	244	"Quod quidem eius factum nisi esset iure laudatum, non esset imitatus quarto consulatu suo filius, neque porro ex eo natus cum Pyrrho bellum gerens consul cecidisset in proelio seque e continenti genere tertiam victimam rei publicae praebuisset."
"2844"	292	5	24	"Contineo me ab exemplis."
"2845"	292	82	410	"Graecis hoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor; ego si nostros colligere coepero, perficiam illud quidem, ut se virtuti tradat constringendam voluptas, sed dies me deficiet, et, ut Aulus Varius, qui est habitus iudex durior, dicere consessori solebat, cum datis testibus alii tamen citarentur: \"Aut hoc testium satis est, aut nescio, quid satis sit,\" sic a me satis datum est testium."
"2846"	292	3	10	"Quid enim?"
"2847"	292	15	87	"Te ipsum, dignissimum maioribus tuis, voluptasne induxit, ut adolescentulus eriperes P."
"2848"	292	3	18	"Sullae consulatum?"
"2849"	292	24	126	"Quem cum ad patrem tuum rettulisses, fortissimum virum, qualis ille vel consul vel civis cum semper, tum post consulatum fuit!"
"2850"	292	16	90	"Quo quidem auctore nos ipsi ea gessimus, ut omnibus potius quam ipsis nobis consuluerimus."
"2851"	293	61	376	"At quam pulchre dicere videbare, cum ex altera parte ponebas cumulatum aliquem plurimis et maximis voluptatibus nullo nec praesenti nec futuro dolore, ex altera autem cruciatibus maximis toto corpore nulla nec adiuncta nec sperata voluptate, et quaerebas, quis aut hoc miserior aut superiore illo beatior; deinde concludebas summum malum esse dolorem, summum bonum voluptatem!"
"2852"	293	13	67	"Lucius Thorius Balbus fuit, Lanuvinus, quem meminisse tu non potes."
"2853"	293	16	83	"Is ita vivebat, ut nulla tam exquisita posset inveniri voluptas, qua non abundaret."
"2854"	293	41	224	"Erat et cupidus voluptatum et eius generis intellegens et copiosus, ita non superstitiosus, ut illa plurima in sua patria sacrificia et fana contemneret, ita non timidus ad mortem, ut in acie sit ob rem publicam interfectus."
"2855"	294	10	62	"Cupiditates non Epicuri divisione finiebat, sed sua satietate."
"2856"	294	39	217	"Habebat tamen rationem valitudinis: utebatur iis exercitationibus, ut ad cenam et sitiens et esuriens veniret, eo cibo, qui et suavissimus esset et idem facillimus ad concoquendum, vino et ad voluptatem et ne noceret."
"2857"	294	14	83	"Cetera illa adhibebat, quibus demptis negat se Epicurus intellegere quid sit bonum."
"2858"	294	19	104	"Aberat omnis dolor, qui si adesset, nec molliter ferret et tamen medicis plus quam philosophis uteretur."
"2859"	294	16	98	"Color egregius, integra valitudo, summa gratia, vita denique conferta voluptatum omnium varietate."
"2860"	295	10	47	"Hunc vos beatum; ratio quidem vestra sic cogit."
"2861"	295	21	104	"At ego quem huic anteponam non audeo dicere; dicet pro me ipsa virtus nec dubitabit isti vestro beato M."
"2862"	295	44	245	"Regulum anteponere, quem quidem, cum sua voluntate, nulla vi coactus praeter fidem, quam dederat hosti, ex patria Karthaginem revertisset, tum ipsum, cum vigiliis et fame cruciaretur, clamat virtus beatiorem fuisse quam potantem in rosa Thorium."
"2863"	295	42	269	"Bella magna gesserat, bis consul fuerat, triumpharat nec tamen sua illa superiora tam magna neque tam praeclara ducebat quam illum ultimum casum, quem propter fidem constantiamque susceperat, qui nobis miserabilis videtur audientibus, illi perpetienti erat voluptarius."
"2864"	295	22	125	"Non enim hilaritate nec lascivia nec risu aut ioco, comite levitatis, saepe etiam tristes firmitate et constantia sunt beati."
"2865"	296	13	72	"Stuprata per vim Lucretia a regis filio testata civis se ipsa interemit."
"2866"	296	28	157	"Hic dolor populi Romani duce et auctore Bruto causa civitati libertatis fuit, ob eiusque mulieris memoriam primo anno et vir et pater eius consul est factus."
"2867"	296	22	135	"Tenuis Lucius Verginius unusque de multis sexagesimo anno post libertatem receptam virginem filiam sua manu occidit potius, quam ea Ap."
"2868"	296	14	61	"Claudii libidini, qui tum erat summo (ne) imperio, dederetur."
"2869"	297	13	81	"Aut haec tibi, Torquate, sunt vituperanda aut patrocinium voluptatis repudiandum."
"2870"	297	22	128	"Quod autem patrocinium aut quae ista causa est voluptatis, quae nec testes ullos e claris viris nec laudatores poterit adhibere?"
"2871"	297	34	203	"Ut enim nos ex annalium monimentis testes excitamus eos, quorum omnis vita consumpta est in laboribus gloriosis, qui voluptatis nomen audire non possent, sic in vestris disputationibus historia muta est."
"2872"	297	24	146	"Numquam audivi in Epicuri schola Lycurgum, Solonem, Miltiadem, Themistoclem, Epaminondam nominari, qui in ore sunt ceterorum omnium philosophorum."
"2873"	297	22	126	"Nunc vero, quoniam haec nos etiam tractare coepimus, suppeditabit nobis Atticus noster e thesauris suis quos et quantos viros!"
"2874"	298	13	74	"Nonne melius est de his aliquid quam tantis voluminibus de Themista loqui?"
